date,district_id,name,state,zone,lat,lon,raw_rainfall,observed_rainfall,regime,regime_confidence,lead_time,wind_speed,wind_dir,cape,pressure,radiation,temp_range,temp_mean,day_of_year,month,monsoon_phase,is_peak_monsoon,latitude,longitude,p_exceed_7.5,p_exceed_64.5,p_exceed_124.5,p_exceed_244.5,pressure_anomaly,wind_cape_ratio,dry_flag,rain_category
2024-06-01,193,Rajkot,Gujarat,west,22.3,70.8,0.0,0.0,coastal,0.6667,24,30.6,234,102.9,988.3,24.0,9.6,33.3,153,6,1,0,22.199806,70.78125,0.2,0.2,0.2,0.2,25.0,3.4,1,0
2024-06-01,195,Surat,Gujarat,west,21.17,72.83,0.0,0.0,western_disturbance,1.0,24,27.4,226,533.3,1004.1,26.3,6.8,32.7,153,6,1,0,21.262611,72.77344,0.2,0.2,0.2,0.2,9.1,19.5,1,0
2024-06-01,196,Surendranagar,Gujarat,west,22.7,71.6,0.0,0.0,coastal,0.6667,24,33.6,247,155.0,992.7,26.6,11.3,34.6,153,6,1,0,22.785553,71.484375,0.05,0.05,0.05,0.05,20.5,4.6,1,0
2024-06-01,197,Tapi,Gujarat,west,21.12,73.4,0.0,0.0,western_disturbance,1.0,24,24.7,242,218.3,990.4,26.6,10.1,33.0,153,6,1,0,21.028313,73.47656,0.2,0.2,0.2,0.2,22.9,8.8,1,0
2024-06-01,198,Vadodara,Gujarat,west,22.3,73.2,0.0,0.0,western_disturbance,1.0,24,30.0,224,142.1,1000.3,27.2,10.4,35.1,153,6,1,0,22.199806,73.24219,0.05,0.05,0.05,0.05,13.0,4.7,1,0
2024-06-01,199,Valsad,Gujarat,west,20.6,72.93,0.0,0.0,orographic,1.0,24,18.3,241,929.6,1005.6,23.0,3.9,31.8,153,6,1,0,20.559715,72.890625,0.2,0.2,0.2,0.2,7.6,50.8,1,0
2024-06-01,200,Devbhoomi Dwarka,Gujarat,west,22.2,69.95,0.0,0.0,coastal,0.6667,24,33.7,230,170.8,997.9,24.6,7.7,33.1,153,6,1,0,22.199806,69.96094,0.2,0.2,0.2,0.2,15.4,5.1,1,0
2024-06-01,201,Morbi,Gujarat,west,22.82,70.83,0.0,0.0,coastal,0.6667,24,36.1,250,276.3,997.0,25.4,10.6,34.3,153,6,1,0,22.785553,70.78125,0.2,0.2,0.2,0.2,16.2,7.7,1,0
2024-06-01,202,Chhota Udaipur,Gujarat,west,22.3,74.0,0.0,0.22,coastal,0.6667,24,29.8,240,127.1,983.0,27.9,11.4,34.0,153,6,1,0,22.199806,73.94531,0.0834,0.0834,0.0834,0.0834,30.2,4.3,1,0
2024-06-01,203,Botad,Gujarat,west,22.17,71.67,0.0,0.0,coastal,0.6667,24,36.2,246,65.0,996.2,26.4,11.8,35.2,153,6,1,0,22.199806,71.71875,0.2,0.2,0.2,0.2,17.0,1.8,1,0
2024-06-01,204,Gir Forest,Gujarat,west,21.1,70.8,0.0,0.0,western_disturbance,1.0,24,26.9,241,75.4,989.7,25.4,7.4,32.2,153,6,1,0,21.028313,70.78125,0.2,0.2,0.2,0.2,23.5,2.8,1,0
2024-06-01,205,Narmada,Gujarat,west,21.8,73.5,0.0,0.0,coastal,0.6667,24,26.8,232,151.7,984.3,27.2,11.4,33.4,153,6,1,0,21.731209,73.47656,0.2,0.2,0.2,0.2,29.0,5.7,1,0
2024-06-01,228,Bilaspur,Himachal Pradesh,north,31.33,76.75,0.0,0.0,coastal,0.6667,24,25.3,307,1.3,934.9,29.7,16.9,34.3,153,6,1,0,31.220306,76.75781,0.01,0.01,0.01,0.01,78.4,0.1,1,0
2024-06-01,230,Hamirpur,Himachal Pradesh,north,31.68,76.53,0.0,0.0,coastal,0.6667,24,28.1,247,7.5,918.6,29.3,18.7,33.0,153,6,1,0,31.806053,76.52344,0.2,0.2,0.2,0.2,94.6,0.3,1,0
2024-06-01,232,Kinnaur,Himachal Pradesh,north,31.65,78.25,0.4,0.0,orographic,0.6667,24,18.9,279,15.8,625.9,27.3,8.1,4.9,153,6,1,0,31.688904,78.28125,0.2,0.2,0.2,0.2,387.4,0.8,1,0
2024-06-01,233,Kullu,Himachal Pradesh,north,31.95,77.1,0.0,0.0,orographic,0.6667,24,19.5,27,48.3,843.6,25.3,16.2,26.1,153,6,1,0,31.923203,77.22656,0.2,0.2,0.2,0.2,169.6,2.5,1,0
2024-06-01,235,Mandi,Himachal Pradesh,north,31.7,76.93,0.0,12.49,coastal,0.6667,24,33.4,14,15.8,875.7,27.9,17.3,29.1,153,6,1,0,31.806053,76.99219,1.0,1.0,1.0,1.0,137.5,0.5,1,0
2024-06-01,236,Shimla,Himachal Pradesh,north,31.1,77.17,0.0,13.47,coastal,0.6667,24,32.4,279,17.1,852.0,29.8,14.0,27.8,153,6,1,0,30.986008,77.22656,0.2254,0.2254,0.2254,0.2254,161.2,0.5,1,0
2024-06-01,239,Una,Himachal Pradesh,north,31.48,76.27,0.0,0.0,coastal,0.6667,24,24.8,265,500.0,954.6,29.9,16.9,36.0,153,6,1,0,31.454605,76.28906,0.01,0.01,0.01,0.01,58.6,20.2,1,0
2024-06-01,336,Barwani,Madhya Pradesh,central,22.03,74.9,0.0,0.0,coastal,0.6667,24,32.3,250,80.0,980.5,28.3,12.6,35.8,153,6,1,0,21.965508,75.0,0.2,0.2,0.2,0.2,32.8,2.5,1,0
2024-06-01,339,Burhanpur,Madhya Pradesh,central,21.33,76.23,0.0,0.0,coastal,0.6667,24,26.3,251,101.7,975.0,28.2,12.7,35.6,153,6,1,0,21.262611,76.28906,0.05,0.05,0.05,0.05,38.2,3.9,1,0
2024-06-01,340,Chhatarpur,Madhya Pradesh,central,24.92,79.58,0.0,0.0,orographic,0.6667,24,19.8,276,500.0,971.8,20.4,9.5,39.9,153,6,1,0,24.99121,79.53714,0.2,0.2,0.2,0.2,41.5,25.3,1,0
2024-06-01,343,Datia,Madhya Pradesh,central,25.67,78.45,0.5,0.0,coastal,0.6667,24,27.6,269,500.0,978.0,22.2,11.8,39.7,153,6,1,0,25.764498,78.52941,0.05,0.05,0.05,0.05,35.2,18.1,1,0
2024-06-01,348,Gwalior,Madhya Pradesh,central,26.22,78.18,0.0,0.0,coastal,0.6667,24,23.1,287,500.0,978.2,23.2,12.3,40.0,153,6,1,0,26.25659,78.24369,0.2,0.2,0.2,0.2,35.0,21.6,1,0
2024-06-01,355,Khandwa,Madhya Pradesh,central,21.83,76.35,0.0,0.0,coastal,0.6667,24,30.3,287,141.3,965.8,27.6,12.2,35.1,153,6,1,0,21.731209,76.28906,0.05,0.05,0.05,0.05,47.5,4.7,1,0
2024-06-01,356,Khargone,Madhya Pradesh,central,21.82,75.62,0.0,0.0,coastal,0.6667,24,27.0,266,132.9,970.8,28.2,12.8,34.8,153,6,1,0,21.731209,75.703125,0.05,0.05,0.05,0.05,42.5,4.9,1,0
2024-06-01,359,Morena,Madhya Pradesh,central,26.5,77.98,0.0,0.0,coastal,0.6667,24,25.6,291,500.0,979.7,21.4,15.1,39.0,153,6,1,0,26.467485,78.00661,0.2,0.2,0.2,0.2,33.5,19.5,1,0
2024-06-01,362,Panna,Madhya Pradesh,central,24.72,80.18,0.0,0.0,orographic,0.6667,24,15.0,255,500.0,977.6,20.6,11.2,38.0,153,6,1,0,24.710016,79.96785,0.05,0.05,0.05,0.05,35.6,33.3,1,0
2024-06-01,366,Rewa,Madhya Pradesh,central,24.53,81.3,0.0,0.0,orographic,0.6667,24,18.3,283,500.0,963.9,21.0,12.0,36.9,153,6,1,0,24.49912,80.0,0.05,0.05,0.05,0.05,49.4,27.3,1,0
2024-06-01,368,Satna,Madhya Pradesh,central,24.58,80.83,0.0,0.0,orographic,0.6667,24,18.3,283,500.0,963.9,21.0,12.0,36.9,153,6,1,0,24.49912,80.0,0.05,0.05,0.05,0.05,49.4,27.3,1,0
2024-06-01,373,Shivpuri,Madhya Pradesh,central,25.42,77.65,0.0,0.0,coastal,0.6667,24,20.7,269,500.0,950.7,20.6,10.4,36.3,153,6,1,0,25.483303,77.505424,0.2,0.2,0.2,0.2,62.5,24.2,1,0
2024-06-01,379,Niwari,Madhya Pradesh,central,25.02,79.12,0.0,0.0,coastal,0.6667,24,24.2,267,500.0,971.3,19.1,9.5,39.9,153,6,1,0,24.99121,79.246506,0.05,0.05,0.05,0.05,42.0,20.7,1,0
2024-06-01,383,Ahmednagar,Maharashtra,west_coast,19.09,74.73,0.3,0.0,coastal,0.6667,24,33.2,282,59.2,943.0,25.7,12.3,32.0,153,6,1,0,19.973969,74.765625,0.5,0.5,0.5,0.5,70.2,1.8,1,0
2024-06-01,384,Akola,Maharashtra,west_coast,20.7,77.0,0.0,0.0,coastal,0.6667,24,31.8,286,97.9,972.5,28.3,12.2,36.0,153,6,1,0,20.794014,76.99219,0.2,0.2,0.2,0.2,40.8,3.1,1,0
2024-06-01,385,Amravati,Maharashtra,west_coast,20.93,77.75,0.0,0.0,coastal,0.6667,24,29.0,285,75.0,966.3,27.7,11.0,37.2,153,6,1,0,21.028313,77.69531,0.2,0.2,0.2,0.2,47.0,2.6,1,0
2024-06-01,386,Chhatrapati Sambhajinagar,Maharashtra,west_coast,19.88,75.32,0.1,0.0,coastal,0.6667,24,28.1,284,46.7,926.6,28.5,12.2,31.1,153,6,1,0,19.973969,75.234375,0.2,0.2,0.2,0.2,86.6,1.7,1,0
2024-06-01,388,Bhandara,Maharashtra,west_coast,21.17,79.65,0.2,0.61,coastal,0.6667,24,21.4,323,43.8,972.8,25.8,10.6,39.0,153,6,1,0,21.262611,79.80469,0.3774,0.3774,0.3774,0.3774,40.5,2.0,1,0
2024-06-01,389,Buldhana,Maharashtra,west_coast,20.53,76.18,0.0,0.0,coastal,0.6667,24,28.6,310,85.8,935.5,28.2,12.2,32.4,153,6,1,0,20.442566,76.28906,0.2,0.2,0.2,0.2,77.8,3.0,1,0
2024-06-01,390,Chandrapur,Maharashtra,west_coast,19.95,79.3,1.4,0.0,orographic,0.6667,24,19.5,274,20.8,980.1,24.3,10.5,39.8,153,6,1,0,19.973969,79.21875,0.2,0.2,0.2,0.2,33.1,1.1,0,1
2024-06-01,391,Dhule,Maharashtra,west_coast,20.9,74.78,0.0,0.0,coastal,0.6667,24,29.9,273,38.3,962.0,27.1,12.0,34.2,153,6,1,0,20.794014,74.765625,0.05,0.05,0.05,0.05,51.2,1.3,1,0
2024-06-01,392,Gadchiroli,Maharashtra,west_coast,19.5,80.0,0.2,0.0,coastal,0.6667,24,23.4,246,70.8,978.6,25.0,11.2,37.9,153,6,1,0,19.973969,80.03906,0.2,0.2,0.2,0.2,34.6,3.0,1,0
2024-06-01,393,Gondia,Maharashtra,west_coast,21.47,80.2,0.0,30.5,depression,0.75,24,20.2,310,53.8,969.0,22.2,10.3,38.9,153,6,1,0,21.49691,80.03906,0.9545,0.9545,0.9545,0.9545,44.2,2.7,1,0
2024-06-01,394,Hingoli,Maharashtra,west_coast,19.72,77.78,0.0,0.0,coastal,0.6667,24,29.6,308,80.4,962.5,28.1,10.6,36.8,153,6,1,0,19.973969,77.69531,0.5,0.5,0.5,0.5,50.8,2.7,1,0
2024-06-01,395,Jalgaon,Maharashtra,west_coast,21.0,75.97,0.0,0.0,coastal,0.6667,24,28.5,282,122.5,970.8,28.2,12.2,34.5,153,6,1,0,21.028313,76.05469,0.2,0.2,0.2,0.2,42.5,4.3,1,0
2024-06-01,396,Jalna,Maharashtra,west_coast,19.83,75.88,0.0,0.0,coastal,0.6667,24,25.2,292,34.2,941.0,27.5,11.2,34.2,153,6,1,0,19.973969,76.05469,0.2,0.2,0.2,0.2,72.2,1.4,1,0
2024-06-01,401,Nagpur,Maharashtra,west_coast,21.15,79.1,0.0,2.54,coastal,0.6667,24,28.8,297,50.4,965.4,26.8,10.4,38.8,153,6,1,0,21.262611,78.984375,0.9629,0.9629,0.9629,0.9629,47.9,1.8,1,0
2024-06-01,402,Nanded,Maharashtra,west_coast,19.15,77.3,0.0,0.0,coastal,0.6667,24,27.5,320,78.8,945.8,27.8,11.1,34.9,153,6,1,0,19.973969,77.22656,0.5,0.5,0.5,0.5,67.5,2.9,1,0
2024-06-01,403,Nandurbar,Maharashtra,west_coast,21.37,74.25,0.0,0.0,coastal,0.6667,24,36.2,269,111.7,954.4,27.7,12.0,31.8,153,6,1,0,21.262611,74.296875,0.2,0.2,0.2,0.2,58.9,3.1,1,0
2024-06-01,404,Nashik,Maharashtra,west_coast,19.99,73.78,0.0,0.0,coastal,0.6667,24,24.8,259,61.7,938.7,26.5,11.2,30.2,153,6,1,0,19.973969,73.71094,0.2,0.2,0.2,0.2,74.5,2.5,1,0
2024-06-01,406,Palghar,Maharashtra,west_coast,19.7,72.8,0.0,0.0,orographic,1.0,24,19.1,254,771.3,1004.3,24.8,4.4,32.3,153,6,1,0,19.973969,72.77344,0.5,0.5,0.5,0.5,9.0,40.4,1,0
2024-06-01,407,Parbhani,Maharashtra,west_coast,19.27,76.77,0.0,0.0,coastal,0.6667,24,22.4,310,78.3,945.2,27.7,11.2,34.7,153,6,1,0,19.973969,76.75781,0.5,0.5,0.5,0.5,68.0,3.5,1,0
2024-06-01,416,Wardha,Maharashtra,west_coast,20.73,78.6,0.2,0.0,coastal,0.6667,24,27.5,295,35.0,970.8,20.6,10.1,38.5,153,6,1,0,20.794014,78.515625,0.2,0.2,0.2,0.2,42.5,1.3,1,0
2024-06-01,417,Washim,Maharashtra,west_coast,20.1,77.15,0.0,0.0,coastal,0.6667,24,28.5,314,89.2,949.3,28.0,11.0,34.8,153,6,1,0,20.208267,77.22656,0.2,0.2,0.2,0.2,64.0,3.1,1,0
2024-06-01,418,Yavatmal,Maharashtra,west_coast,20.38,78.35,0.0,0.0,coastal,0.6667,24,26.4,296,65.4,971.3,26.5,11.0,37.6,153,6,1,0,20.442566,78.28125,0.2,0.2,0.2,0.2,42.0,2.5,1,0
2024-06-01,500,Amritsar,Punjab,north,31.63,74.87,0.0,0.0,coastal,0.6667,24,24.0,326,5.4,972.9,30.8,16.1,37.8,153,6,1,0,31.806053,74.765625,0.001,0.001,0.001,0.001,40.4,0.2,1,0
2024-06-01,507,Gurdaspur,Punjab,north,32.03,75.4,0.0,0.97,coastal,0.6667,24,21.4,334,500.0,971.1,30.7,15.3,38.2,153,6,1,0,32.04035,75.46875,0.4897,0.4897,0.4897,0.4897,42.1,23.4,1,0
2024-06-01,508,Hoshiarpur,Punjab,north,31.52,75.92,0.0,2.88,orographic,0.6667,24,18.9,276,0.4,961.5,30.1,16.2,37.1,153,6,1,0,31.454605,76.05469,0.11,0.11,0.11,0.11,51.8,0.0,1,0
2024-06-01,520,Pathankot,Punjab,north,32.27,75.65,0.0,0.0,coastal,0.6667,24,23.6,327,4.6,951.5,30.5,16.6,35.9,153,6,1,0,32.27465,75.703125,0.5,0.5,0.5,0.5,61.8,0.2,1,0
2024-06-01,523,Ajmer,Rajasthan,west,26.45,74.63,0.1,0.16,coastal,0.6667,24,23.8,276,500.0,950.9,18.9,9.4,35.2,153,6,1,0,26.467485,74.73568,0.207,0.207,0.207,0.207,62.4,21.0,1,0
2024-06-01,538,Jaipur,Rajasthan,west,26.92,75.78,0.0,19.54,active_monsoon,0.75,24,26.6,295,500.0,951.8,18.7,10.2,36.3,153,6,1,0,26.959578,75.715866,0.8708,0.8708,0.8708,0.8708,61.5,18.8,1,0
2024-06-01,539,Jaisalmer,Rajasthan,west,26.92,70.9,0.0,0.0,coastal,0.6667,24,31.3,212,500.0,978.0,24.2,13.4,34.9,153,6,1,0,27.029877,71.0,0.2,0.2,0.2,0.2,35.2,16.0,1,0
2024-06-01,543,Jodhpur,Rajasthan,west,26.28,73.02,0.0,0.0,coastal,0.6667,24,22.7,227,500.0,976.1,23.2,10.5,35.5,153,6,1,0,26.25659,73.00768,0.05,0.05,0.05,0.05,37.1,22.0,1,0
2024-06-01,544,Karauli,Rajasthan,west,26.48,77.02,0.0,0.0,coastal,0.6667,24,20.7,265,500.0,971.7,19.7,11.5,37.4,153,6,1,0,26.467485,77.01542,0.2,0.2,0.2,0.2,41.5,24.2,1,0
2024-06-01,550,Sawai Madhopur,Rajasthan,west,26.02,76.35,0.0,0.0,coastal,0.6667,24,24.3,252,500.0,971.7,21.8,11.6,37.4,153,6,1,0,25.975393,76.22951,0.2,0.2,0.2,0.2,41.5,20.6,1,0
2024-06-01,553,Tonk,Rajasthan,west,26.17,75.78,0.0,0.0,coastal,0.6667,24,24.5,276,500.0,971.7,20.2,10.7,37.4,153,6,1,0,26.25659,75.77388,0.05,0.05,0.05,0.05,41.5,20.4,1,0
2024-06-01,603,Adilabad,Telangana,south,19.66,78.53,0.0,0.0,coastal,0.6667,24,23.7,294,62.5,972.5,27.6,10.5,38.0,153,6,1,0,19.973969,78.515625,0.2,0.2,0.2,0.2,40.8,2.6,1,0
2024-06-01,604,Mancherial,Telangana,south,18.87,79.45,0.9,0.0,coastal,0.6667,24,22.3,275,35.8,979.6,24.9,11.0,39.2,153,6,1,0,19.973969,79.453125,0.5,0.5,0.5,0.5,33.6,1.6,1,0
2024-06-01,615,Jagtial,Telangana,south,18.78,78.9,1.1,0.0,coastal,0.6667,24,22.4,297,33.3,978.5,25.3,9.2,39.6,153,6,1,0,19.973969,78.984375,0.5,0.5,0.5,0.5,34.8,1.5,0,1
2024-06-01,617,Nirmal,Telangana,south,19.1,78.35,0.1,0.0,coastal,0.6667,24,24.7,300,70.4,968.7,27.8,10.6,37.6,153,6,1,0,19.973969,78.28125,0.5,0.5,0.5,0.5,44.5,2.9,1,0
2024-06-01,633,Asifabad,Telangana,south,19.36,79.28,1.4,0.0,orographic,0.6667,24,19.5,274,20.8,980.1,24.3,10.5,39.8,153,6,1,0,19.973969,79.21875,0.5,0.5,0.5,0.5,33.1,1.1,0,1
2024-06-01,634,Kumuram Bheem Asifabad,Telangana,south,19.36,79.28,1.4,0.0,orographic,0.6667,24,19.5,274,20.8,980.1,24.3,10.5,39.8,153,6,1,0,19.973969,79.21875,0.5,0.5,0.5,0.5,33.1,1.1,0,1
2024-06-01,635,Mancherial,Telangana,south,18.87,79.45,0.9,0.0,coastal,0.6667,24,22.3,275,35.8,979.6,24.9,11.0,39.2,153,6,1,0,19.973969,79.453125,0.5,0.5,0.5,0.5,33.6,1.6,1,0
2024-06-01,637,Jagtial,Telangana,south,18.78,78.9,1.1,0.0,coastal,0.6667,24,22.4,297,33.3,978.5,25.3,9.2,39.6,153,6,1,0,19.973969,78.984375,0.5,0.5,0.5,0.5,34.8,1.5,0,1
2024-06-01,638,Nirmal,Telangana,south,19.1,78.35,0.1,0.0,coastal,0.6667,24,24.7,300,70.4,968.7,27.8,10.6,37.6,153,6,1,0,19.973969,78.28125,0.5,0.5,0.5,0.5,44.5,2.9,1,0
2024-06-01,639,Mancherial,Telangana,south,18.87,79.45,0.9,0.0,coastal,0.6667,24,22.3,275,35.8,979.6,24.9,11.0,39.2,153,6,1,0,19.973969,79.453125,0.5,0.5,0.5,0.5,33.6,1.6,1,0
2024-06-01,659,Amethi,Uttar Pradesh,north,26.15,81.12,0.0,20.24,active_monsoon,0.75,24,30.2,58,500.0,985.1,23.2,15.4,39.4,153,6,1,0,26.25659,80.02196,0.9017,0.9017,0.9017,0.9017,28.1,16.6,1,0
2024-06-01,668,Banda,Uttar Pradesh,north,25.48,80.33,0.0,0.0,orographic,0.6667,24,15.7,247,500.0,984.5,22.4,11.8,39.4,153,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,28.8,31.8,1,0
2024-06-01,676,Chitrakoot,Uttar Pradesh,north,25.2,80.9,0.0,0.0,orographic,0.6667,24,17.1,298,500.0,979.6,21.8,11.3,40.6,153,6,1,0,25.272406,79.97838,0.05,0.05,0.05,0.05,33.6,29.2,1,0
2024-06-01,681,Fatehpur,Uttar Pradesh,north,25.93,80.82,0.0,2.77,coastal,0.6667,24,24.1,180,500.0,985.2,21.1,14.6,40.8,153,6,1,0,25.975393,79.96722,1.0,1.0,1.0,1.0,28.0,20.7,1,0
2024-06-01,688,Hamirpur,Uttar Pradesh,north,25.95,80.15,0.0,0.0,coastal,0.6667,24,24.1,180,500.0,985.2,21.1,14.6,40.8,153,6,1,0,25.975393,79.96722,0.2,0.2,0.2,0.2,28.0,20.7,1,0
2024-06-01,692,Jalaun,Uttar Pradesh,north,26.15,79.35,0.0,0.37,coastal,0.6667,24,24.1,301,500.0,983.1,23.3,14.0,40.0,153,6,1,0,26.25659,79.23161,0.3006,0.3006,0.3006,0.3006,30.1,20.7,1,0
2024-06-01,694,Jhansi,Uttar Pradesh,north,25.45,78.57,0.0,0.0,coastal,0.6667,24,24.5,266,500.0,973.4,21.0,11.4,39.2,153,6,1,0,25.483303,78.48157,0.2,0.2,0.2,0.2,39.9,20.4,1,0
2024-06-01,699,Kaushambi,Uttar Pradesh,north,25.5,81.1,0.0,0.0,orographic,0.6667,24,15.7,247,500.0,984.5,22.4,11.8,39.4,153,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,28.8,31.8,1,0
2024-06-01,704,Mahoba,Uttar Pradesh,north,25.3,79.88,0.0,0.0,orographic,0.6667,24,19.7,281,500.0,974.9,21.8,10.9,40.2,153,6,1,0,25.272406,79.78378,0.05,0.05,0.05,0.05,38.4,25.4,1,0
2024-06-01,714,Prayagraj,Uttar Pradesh,north,25.43,81.85,0.0,0.0,orographic,0.6667,24,15.7,247,500.0,984.5,22.4,11.8,39.4,153,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,28.8,31.8,1,0
2024-06-01,731,Banda,Uttar Pradesh,north,25.48,80.33,0.0,0.0,orographic,0.6667,24,15.7,247,500.0,984.5,22.4,11.8,39.4,153,6,1,0,25.483303,80.04339,0.05,0.05,0.05,0.05,28.8,31.8,1,0
