date,district_id,name,state,zone,lat,lon,raw_rainfall,observed_rainfall,regime,regime_confidence,lead_time,wind_speed,wind_dir,cape,pressure,radiation,temp_range,temp_mean,day_of_year,month,monsoon_phase,is_peak_monsoon,latitude,longitude,p_exceed_7.5,p_exceed_64.5,p_exceed_124.5,p_exceed_244.5
2022-06-01,348,Gwalior,Madhya Pradesh,central,26.22,78.18,0.0,0.0,orographic,0.3333,24,21.5,322.0,,980.6,24.1,15.9,33.8,152,6,1,0,27.521967,78.20829,0.2,0.2,0.2,0.2
2022-06-01,355,Khandwa,Madhya Pradesh,central,21.83,76.35,0.0,0.0,orographic,0.3333,24,25.6,292.0,,966.2,22.6,11.9,34.5,152,6,1,0,21.757467,76.246155,0.05,0.05,0.05,0.05
2022-06-01,356,Khargone,Madhya Pradesh,central,21.82,75.62,0.0,0.78,orographic,0.6667,24,19.3,287.0,,968.3,24.1,14.2,33.5,152,6,1,0,21.757467,75.50769,0.2823,0.2823,0.2823,0.2823
2022-06-01,359,Morena,Madhya Pradesh,central,26.5,77.98,0.0,0.0,orographic,0.3333,24,20.4,322.0,,980.4,23.9,15.8,33.8,152,6,1,0,27.521967,78.00672,0.05,0.05,0.05,0.05
2022-06-01,362,Panna,Madhya Pradesh,central,24.72,80.18,0.0,0.0,orographic,0.6667,24,19.2,311.0,,977.3,23.7,13.9,33.2,152,6,1,0,24.710016,79.96785,0.05,0.05,0.05,0.05
2022-06-01,366,Rewa,Madhya Pradesh,central,24.53,81.3,0.0,0.0,orographic,0.6667,24,19.2,311.0,,977.3,23.7,13.9,33.2,152,6,1,0,24.710016,79.96785,0.2,0.2,0.2,0.2
2022-06-01,368,Satna,Madhya Pradesh,central,24.58,80.83,0.0,0.0,orographic,0.6667,24,19.2,311.0,,977.3,23.7,13.9,33.2,152,6,1,0,24.710016,79.96785,0.05,0.05,0.05,0.05
2022-06-01,373,Shivpuri,Madhya Pradesh,central,25.42,77.65,0.0,9.09,orographic,0.6667,24,18.3,310.0,,951.7,22.4,15.5,34.2,152,6,1,0,24.99121,77.79333,0.9405,0.9405,0.9405,0.9405
2022-06-01,379,Niwari,Madhya Pradesh,central,25.02,79.12,0.0,0.0,orographic,0.6667,24,12.5,280.0,,970.9,24.2,15.0,33.8,152,6,1,0,24.99121,79.246506,0.05,0.05,0.05,0.05
2022-06-01,384,Akola,Maharashtra,west_coast,20.7,77.0,0.0,0.0,orographic,0.3333,24,20.1,293.0,,957.6,23.9,12.0,34.2,152,6,1,0,21.476273,77.03779,0.05,0.05,0.05,0.05
2022-06-01,385,Amravati,Maharashtra,west_coast,20.93,77.75,0.0,0.0,orographic,0.3333,24,26.0,317.0,,919.0,23.4,8.6,32.1,152,6,1,0,21.546572,77.760735,0.05,0.05,0.05,0.05
2022-06-01,386,Chhatrapati Sambhajinagar,Maharashtra,west_coast,19.88,75.32,0.2,0.0,orographic,0.6667,24,19.2,301.0,,962.5,23.4,15.6,31.7,152,6,1,0,21.476273,75.29111,0.2,0.2,0.2,0.2
2022-06-01,388,Bhandara,Maharashtra,west_coast,21.17,79.65,0.0,1.25,orographic,0.6667,24,16.3,311.0,,961.1,17.3,13.1,36.2,152,6,1,0,21.476273,79.51991,0.5549,0.5549,0.5549,0.5549
2022-06-01,389,Buldhana,Maharashtra,west_coast,20.53,76.18,0.0,0.0,orographic,0.3333,24,22.4,315.0,,956.1,23.0,12.1,34.2,152,6,1,0,21.476273,76.21042,0.2,0.2,0.2,0.2
2022-06-01,390,Chandrapur,Maharashtra,west_coast,19.95,79.3,0.0,0.0,orographic,0.6667,24,19.2,312.0,,960.8,21.4,12.5,35.5,152,6,1,0,21.476273,79.244125,0.2,0.2,0.2,0.2
2022-06-01,391,Dhule,Maharashtra,west_coast,20.9,74.78,0.0,0.0,orographic,0.3333,24,24.9,292.0,,973.5,23.9,15.4,33.5,152,6,1,0,21.476273,74.739525,0.05,0.05,0.05,0.05
2022-06-01,392,Gadchiroli,Maharashtra,west_coast,19.5,80.0,0.0,0.0,orographic,0.6667,24,10.8,292.0,,969.0,21.2,14.2,35.4,152,6,1,0,21.476273,79.97957,0.2,0.2,0.2,0.2
2022-06-01,393,Gondia,Maharashtra,west_coast,21.47,80.2,0.0,8.44,orographic,0.6667,24,10.8,292.0,,969.0,21.2,14.2,35.4,152,6,1,0,21.476273,79.97957,0.7043,0.7043,0.7043,0.7043
2022-06-01,394,Hingoli,Maharashtra,west_coast,19.72,77.78,0.0,0.0,orographic,0.3333,24,26.0,317.0,,919.0,23.4,8.6,32.1,152,6,1,0,21.546572,77.760735,0.5,0.5,0.5,0.5
2022-06-01,395,Jalgaon,Maharashtra,west_coast,21.0,75.97,0.0,0.0,orographic,0.3333,24,25.8,320.0,,936.9,22.4,11.9,32.6,152,6,1,0,21.476273,76.02656,0.2,0.2,0.2,0.2
2022-06-01,396,Jalna,Maharashtra,west_coast,19.83,75.88,0.0,0.0,orographic,0.6667,24,18.6,310.0,,928.7,22.2,13.2,30.6,152,6,1,0,21.476273,75.75076,0.2,0.2,0.2,0.2
2022-06-01,401,Nagpur,Maharashtra,west_coast,21.15,79.1,0.0,0.0,orographic,0.6667,24,19.4,310.0,,960.5,20.6,14.5,37.0,152,6,1,0,21.476273,78.96833,0.2,0.2,0.2,0.2
2022-06-01,403,Nandurbar,Maharashtra,west_coast,21.37,74.25,0.0,0.0,orographic,0.3333,24,25.7,262.0,,991.1,24.2,15.2,34.6,152,6,1,0,21.476273,74.27988,0.2,0.2,0.2,0.2
2022-06-01,404,Nashik,Maharashtra,west_coast,19.99,73.78,0.0,0.0,orographic,0.6667,24,17.4,249.0,,985.8,25.7,13.8,32.8,152,6,1,0,21.476273,73.728294,0.2,0.2,0.2,0.2
2022-06-01,406,Palghar,Maharashtra,west_coast,19.7,72.8,0.0,0.0,orographic,0.6667,24,19.1,230.0,,1003.8,26.2,7.6,31.3,152,6,1,0,21.265377,72.76986,0.85,0.85,0.85,0.85
2022-06-01,416,Wardha,Maharashtra,west_coast,20.73,78.6,0.0,0.0,orographic,0.6667,24,16.9,307.0,,955.6,23.5,12.7,34.5,152,6,1,0,21.476273,78.50868,0.05,0.05,0.05,0.05
2022-06-01,417,Washim,Maharashtra,west_coast,20.1,77.15,0.0,0.0,orographic,0.3333,24,20.1,293.0,,957.6,23.9,12.0,34.2,152,6,1,0,21.476273,77.03779,0.2,0.2,0.2,0.2
2022-06-01,418,Yavatmal,Maharashtra,west_coast,20.38,78.35,0.0,0.0,orographic,0.3333,24,20.2,322.0,,955.5,23.4,11.4,35.3,152,6,1,0,21.476273,78.23289,0.2,0.2,0.2,0.2
2022-06-01,500,Amritsar,Punjab,north,31.63,74.87,0.0,10.54,orographic,0.6667,24,11.0,145.0,,974.1,22.3,16.4,33.1,152,6,1,0,31.739893,74.76591,0.256,0.256,0.256,0.256
2022-06-01,507,Gurdaspur,Punjab,north,32.03,75.4,0.0,0.0,orographic,0.6667,24,11.1,307.0,,971.2,23.4,15.6,31.0,152,6,1,0,31.739893,75.52221,0.2,0.2,0.2,0.2
2022-06-01,508,Hoshiarpur,Punjab,north,31.52,75.92,0.0,15.59,orographic,0.6667,24,18.5,304.0,,938.9,23.0,13.9,30.4,152,6,1,0,31.739893,75.954384,0.4197,0.4197,0.4197,0.4197
2022-06-01,520,Pathankot,Punjab,north,32.27,75.65,0.0,0.0,orographic,0.6667,24,14.0,337.0,,927.7,23.1,14.2,30.2,152,6,1,0,32.51318,75.54745,0.5,0.5,0.5,0.5
2022-06-01,523,Ajmer,Rajasthan,west,26.45,74.63,0.0,0.0,orographic,0.3333,24,20.7,248.0,,964.6,22.5,14.2,34.8,152,6,1,0,27.521967,74.47929,0.05,0.05,0.05,0.05
2022-06-01,538,Jaipur,Rajasthan,west,26.92,75.78,0.0,0.0,orographic,0.6667,24,19.4,286.0,,944.0,19.8,13.4,32.9,152,6,1,0,27.521967,75.789474,0.05,0.05,0.05,0.05
2022-06-01,539,Jaisalmer,Rajasthan,west,26.92,70.9,0.0,12.75,orographic,0.3333,24,25.5,211.0,,985.7,23.1,13.7,36.0,152,6,1,0,27.521967,70.95185,0.8566,0.8566,0.8566,0.8566
2022-06-01,543,Jodhpur,Rajasthan,west,26.28,73.02,0.0,0.63,orographic,0.3333,24,23.4,231.0,,970.2,23.1,11.9,36.2,152,6,1,0,27.521967,72.96753,0.2819,0.2819,0.2819,0.2819
2022-06-01,544,Karauli,Rajasthan,west,26.48,77.02,0.0,0.0,orographic,0.3333,24,25.5,307.0,,976.2,22.4,16.1,34.5,152,6,1,0,27.521967,76.99888,0.2,0.2,0.2,0.2
2022-06-01,550,Sawai Madhopur,Rajasthan,west,26.02,76.35,0.0,0.2,orographic,0.6667,24,15.9,311.0,,971.0,20.9,12.7,35.9,152,6,1,0,24.780315,76.28755,0.0795,0.0795,0.0795,0.0795
2022-06-01,553,Tonk,Rajasthan,west,26.17,75.78,0.0,0.63,orographic,0.6667,24,19.4,286.0,,944.0,19.8,13.4,32.9,152,6,1,0,27.521967,75.789474,0.1449,0.1449,0.1449,0.1449
2022-06-01,603,Adilabad,Telangana,south,19.66,78.53,0.0,0.0,orographic,0.6667,24,16.9,307.0,,955.6,23.5,12.7,34.5,152,6,1,0,21.476273,78.50868,0.5,0.5,0.5,0.5
2022-06-01,668,Banda,Uttar Pradesh,north,25.48,80.33,0.0,5.23,orographic,0.6667,24,19.7,307.0,,979.7,23.9,15.6,34.2,152,6,1,0,24.99121,80.02153,1.0,1.0,1.0,1.0
2022-06-01,676,Chitrakoot,Uttar Pradesh,north,25.2,80.9,0.0,4.35,orographic,0.6667,24,19.7,307.0,,979.7,23.9,15.6,34.2,152,6,1,0,24.99121,80.02153,0.5168,0.5168,0.5168,0.5168
2022-06-01,681,Fatehpur,Uttar Pradesh,north,25.93,80.82,0.0,0.0,orographic,0.6667,24,19.7,307.0,,979.7,23.9,15.6,34.2,152,6,1,0,24.99121,80.02153,0.2,0.2,0.2,0.2
2022-06-01,688,Hamirpur,Uttar Pradesh,north,25.95,80.15,0.0,3.69,orographic,0.6667,24,19.7,307.0,,979.7,23.9,15.6,34.2,152,6,1,0,24.99121,80.02153,1.0,1.0,1.0,1.0
2022-06-01,692,Jalaun,Uttar Pradesh,north,26.15,79.35,0.0,0.0,orographic,0.6667,24,12.5,280.0,,970.9,24.2,15.0,33.8,152,6,1,0,24.99121,79.246506,0.2,0.2,0.2,0.2
2022-06-01,694,Jhansi,Uttar Pradesh,north,25.45,78.57,0.0,4.24,orographic,0.6667,24,14.0,285.0,,964.0,23.4,15.7,33.5,152,6,1,0,24.99121,78.47147,1.0,1.0,1.0,1.0
2022-06-01,699,Kaushambi,Uttar Pradesh,north,25.5,81.1,0.0,4.06,orographic,0.6667,24,19.7,307.0,,979.7,23.9,15.6,34.2,152,6,1,0,24.99121,80.02153,0.3806,0.3806,0.3806,0.3806
2022-06-01,704,Mahoba,Uttar Pradesh,north,25.3,79.88,0.0,1.54,orographic,0.6667,24,19.7,307.0,,979.7,23.9,15.6,34.2,152,6,1,0,24.99121,80.02153,0.3433,0.3433,0.3433,0.3433
2022-06-01,731,Banda,Uttar Pradesh,north,25.48,80.33,0.0,5.23,orographic,0.6667,24,19.7,307.0,,979.7,23.9,15.6,34.2,152,6,1,0,24.99121,80.02153,1.0,1.0,1.0,1.0
2022-06-01,732,Orai,Uttar Pradesh,north,25.98,79.45,0.0,1.01,orographic,0.6667,24,16.6,312.0,,971.4,24.3,14.9,33.8,152,6,1,0,24.99121,79.53714,0.3468,0.3468,0.3468,0.3468
2022-06-01,784,Dadra and Nagar Haveli,Dadra & Nagar Haveli and Daman & Diu,west,20.2,73.02,0.0,0.0,orographic,0.6667,24,19.7,228.0,,1001.8,26.1,9.5,32.1,152,6,1,0,21.265377,73.04481,0.5,0.5,0.5,0.5
2022-06-01,785,Daman,Dadra & Nagar Haveli and Daman & Diu,west,20.42,72.85,0.0,0.0,orographic,0.6667,24,19.1,230.0,,1003.8,26.2,7.6,31.3,152,6,1,0,21.265377,72.76986,0.5,0.5,0.5,0.5
2022-06-01,786,Diu,Dadra & Nagar Haveli and Daman & Diu,west,20.72,70.98,0.0,0.0,orographic,0.3333,24,25.0,281.0,,975.3,24.7,15.4,31.0,152,6,1,0,21.265377,71.02851,0.2,0.2,0.2,0.2
2022-06-02,126,Balod,Chhattisgarh,central,21.2,80.77,0.0,4.35,orographic,0.6667,24,14.6,24.0,,968.8,23.9,15.9,35.1,153,6,1,0,21.476273,79.97957,0.7209,0.7209,0.7209,0.7209
2022-06-02,130,Bemetara,Chhattisgarh,central,21.48,81.5,0.0,0.0,orographic,0.6667,24,14.6,24.0,,968.8,23.9,15.9,35.1,153,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-02,135,Durg,Chhattisgarh,central,21.18,81.28,0.0,0.0,orographic,0.6667,24,14.6,24.0,,968.8,23.9,15.9,35.1,153,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-02,140,Kanker,Chhattisgarh,central,20.27,80.43,0.0,0.0,orographic,0.6667,24,14.6,24.0,,968.8,23.9,15.9,35.1,153,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-02,147,Raipur,Chhattisgarh,central,21.25,81.63,0.0,0.0,orographic,0.6667,24,14.6,24.0,,968.8,23.9,15.9,35.1,153,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-02,148,Rajnandgaon,Chhattisgarh,central,21.1,80.75,0.0,4.35,orographic,0.6667,24,14.6,24.0,,968.8,23.9,15.9,35.1,153,6,1,0,21.476273,79.97957,0.7209,0.7209,0.7209,0.7209
2022-06-02,154,Charama,Chhattisgarh,central,20.53,80.77,0.0,0.0,orographic,0.6667,24,14.6,24.0,,968.8,23.9,15.9,35.1,153,6,1,0,21.476273,79.97957,0.05,0.05,0.05,0.05
2022-06-02,173,Amreli,Gujarat,west,21.62,71.18,0.0,0.0,orographic,0.3333,24,27.7,278.0,,993.5,22.0,16.8,33.2,153,6,1,0,21.476273,71.24617,0.2,0.2,0.2,0.2
2022-06-02,177,Bharuch,Gujarat,west,21.7,72.98,0.0,0.0,orographic,0.3333,24,22.0,232.0,,1001.9,26.0,12.2,33.9,153,6,1,0,21.757467,73.01539,0.05,0.05,0.05,0.05
2022-06-02,178,Bhavnagar,Gujarat,west,21.76,72.15,0.0,0.0,orographic,0.3333,24,27.2,218.0,,1004.2,21.3,11.0,31.7,153,6,1,0,21.757467,72.184616,0.2,0.2,0.2,0.2
2022-06-02,180,Dang,Gujarat,west,20.75,73.68,0.0,0.54,orographic,0.6667,24,17.2,240.0,,997.6,25.8,12.7,32.4,153,6,1,0,21.265377,73.50306,0.5014,0.5014,0.5014,0.5014
2022-06-02,182,Gir Somnath,Gujarat,west,20.97,70.37,0.0,0.0,orographic,0.3333,24,22.4,270.0,,1000.6,25.7,10.3,30.9,153,6,1,0,21.265377,70.29532,0.5,0.5,0.5,0.5
2022-06-02,183,Jamnagar,Gujarat,west,22.47,70.07,0.0,0.0,orographic,0.3333,24,31.5,258.0,,1004.0,26.2,7.1,30.4,153,6,1,0,22.530754,70.02075,0.05,0.05,0.05,0.05
2022-06-02,184,Junagadh,Gujarat,west,21.52,70.48,0.0,0.0,orographic,0.6667,24,19.7,269.0,,939.2,25.7,13.4,28.4,153,6,1,0,21.476273,70.51072,0.05,0.05,0.05,0.05
2022-06-02,188,Narmada,Gujarat,west,21.8,73.5,0.0,0.0,orographic,0.6667,24,19.5,230.0,,984.4,26.0,14.0,32.7,153,6,1,0,21.757467,73.47692,0.2,0.2,0.2,0.2
2022-06-02,189,Navsari,Gujarat,west,20.95,72.92,0.0,0.0,orographic,0.3333,24,21.0,230.0,,1002.0,25.8,10.5,32.5,153,6,1,0,21.265377,73.04481,0.2,0.2,0.2,0.2
2022-06-02,192,Porbandar,Gujarat,west,21.63,69.6,0.0,0.0,orographic,0.3333,24,20.7,268.0,,1005.4,25.9,5.2,29.3,153,6,1,0,21.757467,69.50769,0.05,0.05,0.05,0.05
2022-06-02,193,Rajkot,Gujarat,west,22.3,70.8,0.0,0.0,orographic,0.3333,24,21.5,274.0,,989.4,26.1,16.2,32.3,153,6,1,0,22.24956,70.754135,0.2,0.2,0.2,0.2
2022-06-02,195,Surat,Gujarat,west,21.17,72.83,0.0,0.0,orographic,0.6667,24,19.2,227.0,,1003.9,25.7,9.1,31.7,153,6,1,0,21.265377,72.76986,0.05,0.05,0.05,0.05
2022-06-02,196,Surendranagar,Gujarat,west,22.7,71.6,0.0,1.32,orographic,0.3333,24,24.0,269.0,,993.3,26.2,16.9,33.2,153,6,1,0,22.741652,71.45681,0.2937,0.2937,0.2937,0.2937
2022-06-02,197,Tapi,Gujarat,west,21.12,73.4,0.0,0.0,orographic,0.6667,24,17.2,240.0,,997.6,25.8,12.7,32.4,153,6,1,0,21.265377,73.50306,0.05,0.05,0.05,0.05
2022-06-02,198,Vadodara,Gujarat,west,22.3,73.2,0.0,0.0,orographic,0.6667,24,18.6,238.0,,1000.0,26.2,14.2,34.3,153,6,1,0,22.24956,73.264465,0.05,0.05,0.05,0.05
2022-06-02,199,Valsad,Gujarat,west,20.6,72.93,0.0,0.0,orographic,0.3333,24,21.0,230.0,,1002.0,25.8,10.5,32.5,153,6,1,0,21.265377,73.04481,0.2,0.2,0.2,0.2
2022-06-02,200,Devbhoomi Dwarka,Gujarat,west,22.2,69.95,0.0,0.0,orographic,0.3333,24,22.8,269.0,,999.0,26.2,13.5,32.0,153,6,1,0,22.24956,70.01033,0.05,0.05,0.05,0.05
2022-06-02,201,Morbi,Gujarat,west,22.82,70.83,0.0,0.0,orographic,0.3333,24,26.6,258.0,,997.9,26.2,12.8,32.0,153,6,1,0,22.741652,70.707596,0.05,0.05,0.05,0.05
2022-06-02,202,Chhota Udaipur,Gujarat,west,22.3,74.0,0.0,0.0,orographic,0.6667,24,18.6,252.0,,982.8,25.7,14.5,33.5,153,6,1,0,22.24956,74.00826,0.05,0.05,0.05,0.05
2022-06-02,203,Botad,Gujarat,west,22.17,71.67,0.0,0.0,orographic,0.3333,24,24.5,282.0,,996.6,22.4,16.0,34.2,153,6,1,0,22.24956,71.77686,0.2,0.2,0.2,0.2
2022-06-02,204,Gir Forest,Gujarat,west,21.1,70.8,0.0,0.0,orographic,0.3333,24,25.9,274.0,,983.2,25.5,14.7,31.1,153,6,1,0,21.265377,70.75356,0.2,0.2,0.2,0.2
